STATE_NAME,STATE,DATE,CASE_TYPE,DEMO_GROUP,CASES
Georgia,13,2021-03-08,Partial Coverage,CASES_White,13.427197506690522
Idaho,16,2021-03-08,Partial Coverage,CASES_White,7.638154075669302
Illinois,17,2021-03-08,Partial Coverage,CASES_White,22.9008786444623
Kansas,20,2021-03-08,Partial Coverage,CASES_White,12.4091929258992
Kentucky,21,2021-03-08,Partial Coverage,CASES_White,15.123187847944832
Maine,23,2021-03-08,Partial Coverage,CASES_White,15.245019797908496
Maryland,24,2021-03-08,Partial Coverage,CASES_White,16.607523667559086
Massachusetts,25,2021-03-08,Partial Coverage,CASES_White,16.10857797706766
Minnesota,27,2021-03-08,Partial Coverage,CASES_White,16.533179675994422
Mississippi,28,2021-03-08,Partial Coverage,CASES_White,16.655660347845178
Nebraska,31,2021-03-08,Partial Coverage,CASES_White,16.50913751247705
Ohio,39,2021-03-08,Partial Coverage,CASES_White,15.905233851328038
Oregon,41,2021-03-08,Partial Coverage,CASES_White,13.74900961277501
Pennsylvania,42,2021-03-08,Partial Coverage,CASES_White,7.174629575281548
Rhode Island,44,2021-03-08,Partial Coverage,CASES_White,14.29468401545762
South Dakota,46,2021-03-08,Partial Coverage,CASES_White,0.0
Utah,49,2021-03-08,Partial Coverage,CASES_White,10.392847157085146
Virginia,51,2021-03-08,Partial Coverage,CASES_White,10.550770533720728
Washington,53,2021-03-08,Partial Coverage,CASES_White,11.973977933973224
Connecticut,9,2021-03-08,Complete Coverage,CASES_White,8.132594250795607
District of Columbia,11,2021-03-08,Complete Coverage,CASES_White,3.2130654597773747
Florida,12,2021-03-08,Complete Coverage,CASES_White,7.686761871985671
Illinois,17,2021-03-08,Complete Coverage,CASES_White,7.843925849048747
Maine,23,2021-03-08,Complete Coverage,CASES_White,8.074363875001378
Maryland,24,2021-03-08,Complete Coverage,CASES_White,9.874008460085822
Massachusetts,25,2021-03-08,Complete Coverage,CASES_White,7.105514510281924
Minnesota,27,2021-03-08,Complete Coverage,CASES_White,9.156992343876318
Mississippi,28,2021-03-08,Complete Coverage,CASES_White,10.019731741597798
Nebraska,31,2021-03-08,Complete Coverage,CASES_White,9.078655430428096
Ohio,39,2021-03-08,Complete Coverage,CASES_White,8.722799415790409
Pennsylvania,42,2021-03-08,Complete Coverage,CASES_White,5.687110883423492
Rhode Island,44,2021-03-08,Complete Coverage,CASES_White,5.051054862803467
Virginia,51,2021-03-08,Complete Coverage,CASES_White,5.603726576355712
Washington,53,2021-03-08,Complete Coverage,CASES_White,3.992374319470244
West Virginia,54,2021-03-08,Complete Coverage,CASES_White,11.93566796925836
California,6,2021-03-08,Partial Coverage,CASES_White,0.0
Colorado,8,2021-03-08,Partial Coverage,CASES_White,14.661920652129623
Indiana,18,2021-03-08,Partial Coverage,CASES_White,1.3445568439916549
Louisiana,22,2021-03-08,Partial Coverage,CASES_White,15.478088691306796
North Carolina,37,2021-03-08,Partial Coverage,CASES_White,16.23051951979914
West Virginia,54,2021-03-08,Partial Coverage,CASES_White,0.0
Indiana,18,2021-03-08,Complete Coverage,CASES_White,10.400596750170589
North Carolina,37,2021-03-08,Complete Coverage,CASES_White,10.14048818249157
Delaware,10,2021-03-08 00:00:00,Partial Coverage,CASES_White,25.400437636761488
Texas,48,2021-03-08,Partial Coverage,CASES_White,7.4865091096121965
Texas,48,2021-03-08,Complete Coverage,CASES_White,3.989466867022156
Tennessee,47,2021-03-08 00:00:00,Complete Coverage,CASES_White,7.945775487659226
Tennessee,47,2021-03-08 00:00:00,Partial Coverage,CASES_White,13.92210712488129
Missouri,29,2021-03-08,Partial Coverage,CASES_White,13.5
North Dakota,38,2021-03-08,Partial Coverage,CASES_White,27.3
Vermont,50,2021-03-08,Partial Coverage,CASES_White,20.2
Wisconsin,55,2021-03-08,Partial Coverage,CASES_White,17.1
North Dakota,38,2021-03-08,Complete Coverage,CASES_White,15.53
Wisconsin,55,2021-03-08,Complete Coverage,CASES_White,9.7
Alabama,1,2021-03-08,Partial,CASES_White,362589.0
Alaska,2,2021-03-08,Partial,CASES_White,39100.0
Arizona,4,2021-03-08,Partial,CASES_White,659143.0
District of Columbia,11,2021-03-08,Partial,CASES_White,7048.0
Florida,12,2021-03-08,Partial,CASES_White,996030.0
Georgia,13,2021-03-08,Partial,CASES_White,858200.0
Idaho,16,2021-03-08,Partial,CASES_White,126974.0
Illinois,17,2021-03-08,Partial,CASES_White,2227549.0
Kansas,20,2021-03-08,Partial,CASES_White,311948.0
Kentucky,21,2021-03-08,Partial,CASES_White,591305.0
Maine,23,2021-03-08,Partial,CASES_White,193509.0
Maryland,24,2021-03-08,Partial,CASES_White,587814.0
Massachusetts,25,2021-03-08,Partial,CASES_White,894697.0
Minnesota,27,2021-03-08,Partial,CASES_White,781016.0
Mississippi,28,2021-03-08,Partial,CASES_White,292820.0
Nebraska,31,2021-03-08,Partial,CASES_White,281337.0
Ohio,39,2021-03-08,Partial,CASES_White,1519385.0
Oregon,41,2021-03-08,Partial,CASES_White,502545.0
Pennsylvania,42,2021-03-08,Partial,CASES_White,749538.0
Rhode Island,44,2021-03-08,Partial,CASES_White,126582.0
South Dakota,46,2021-03-08,Partial,CASES_White,0.0
Utah,49,2021-03-08,Partial,CASES_White,301822.0
Virginia,51,2021-03-08,Partial,CASES_White,624885.0
Washington,53,2021-03-08,Partial,CASES_White,715768.0
Connecticut,9,2021-03-08,Complete,CASES_White,231091.0
District of Columbia,11,2021-03-08,Complete,CASES_White,10429.0
Florida,12,2021-03-08,Complete,CASES_White,1275802.0
Illinois,17,2021-03-08,Complete,CASES_White,762972.0
Maine,23,2021-03-08,Complete,CASES_White,102490.0
Maryland,24,2021-03-08,Complete,CASES_White,349485.0
Massachusetts,25,2021-03-08,Complete,CASES_White,394652.0
Minnesota,27,2021-03-08,Complete,CASES_White,432570.0
Mississippi,28,2021-03-08,Complete,CASES_White,176155.0
Nebraska,31,2021-03-08,Complete,CASES_White,154712.0
Ohio,39,2021-03-08,Complete,CASES_White,833266.0
Pennsylvania,42,2021-03-08,Complete,CASES_White,594136.0
Rhode Island,44,2021-03-08,Complete,CASES_White,44728.0
Virginia,51,2021-03-08,Complete,CASES_White,331889.0
Washington,53,2021-03-08,Complete,CASES_White,238652.0
West Virginia,54,2021-03-08,Complete,CASES_White,199937.0
California,6,2021-03-08,Partial,CASES_White,0.0
Colorado,8,2021-03-08,Partial,CASES_White,734065.4787999999
Indiana,18,2021-03-08,Partial,CASES_White,76768.71
Louisiana,22,2021-03-08,Partial,CASES_White,451781.1083
North Carolina,37,2021-03-08,Partial,CASES_White,1200975.1819
West Virginia,54,2021-03-08,Partial,CASES_White,0.0
Indiana,18,2021-03-08,Complete,CASES_White,593831.6399999999
North Carolina,37,2021-03-08,Complete,CASES_White,750344.1048
Delaware,10,2021-03-08 00:00:00,Partial,CASES_White,171218.0
Texas,48,2021-03-08,Partial,CASES_White,1707383.0
Texas,48,2021-03-08,Complete,CASES_White,909843.0
Tennessee,47,2021-03-08 00:00:00,Complete,CASES_White,425449.0
Tennessee,47,2021-03-08 00:00:00,Partial,CASES_White,745446.0
Alabama,1,2021-03-08,Complete Coverage,CASES_White,0.0
Alaska,2,2021-03-08,Complete Coverage,CASES_White,0.0
Arizona,4,2021-03-08,Complete Coverage,CASES_White,0.0
Georgia,13,2021-03-08,Complete Coverage,CASES_White,0.0
Idaho,16,2021-03-08,Complete Coverage,CASES_White,0.0
Kansas,20,2021-03-08,Complete Coverage,CASES_White,0.0
Kentucky,21,2021-03-08,Complete Coverage,CASES_White,0.0
Oregon,41,2021-03-08,Complete Coverage,CASES_White,0.0
South Dakota,46,2021-03-08,Complete Coverage,CASES_White,0.0
Utah,49,2021-03-08,Complete Coverage,CASES_White,0.0
California,6,2021-03-08,Complete Coverage,CASES_White,0.0
Colorado,8,2021-03-08,Complete Coverage,CASES_White,0.0
Louisiana,22,2021-03-08,Complete Coverage,CASES_White,0.0
Delaware,10,2021-03-08 00:00:00,Complete Coverage,CASES_White,0.0
Missouri,29,2021-03-08,Complete Coverage,CASES_White,0.0
Vermont,50,2021-03-08,Complete Coverage,CASES_White,0.0
Alabama,1,2021-03-08,Partial Coverage,CASES_Black,7.0104797794243625
Alaska,2,2021-03-08,Partial Coverage,CASES_Black,5.1645270768776745
Arizona,4,2021-03-08,Partial Coverage,CASES_Black,5.6525648745215475
District of Columbia,11,2021-03-08,Partial Coverage,CASES_Black,2.5107555380234463
Florida,12,2021-03-08,Partial Coverage,CASES_Black,2.65850010251781
Georgia,13,2021-03-08,Partial Coverage,CASES_Black,7.269789283104506
Idaho,16,2021-03-08,Partial Coverage,CASES_Black,3.1934418206289
Illinois,17,2021-03-08,Partial Coverage,CASES_Black,13.945250675297812
Kansas,20,2021-03-08,Partial Coverage,CASES_Black,5.472653517974542
Kentucky,21,2021-03-08,Partial Coverage,CASES_Black,8.630333519164868
Maine,23,2021-03-08,Partial Coverage,CASES_Black,8.549645233793134
Maryland,24,2021-03-08,Partial Coverage,CASES_Black,8.675508145498485
Massachusetts,25,2021-03-08,Partial Coverage,CASES_Black,10.329119378937518
Minnesota,27,2021-03-08,Partial Coverage,CASES_Black,17.616468970259582
Mississippi,28,2021-03-08,Partial Coverage,CASES_Black,11.141345185090334
Nebraska,31,2021-03-08,Partial Coverage,CASES_Black,7.783611047706003
Ohio,39,2021-03-08,Partial Coverage,CASES_Black,7.449215702983147
Oregon,41,2021-03-08,Partial Coverage,CASES_Black,10.877960315767016
Pennsylvania,42,2021-03-08,Partial Coverage,CASES_Black,2.1138347579235526
Rhode Island,44,2021-03-08,Partial Coverage,CASES_Black,6.053846495316731
South Dakota,46,2021-03-08,Partial Coverage,CASES_Black,0.0
Utah,49,2021-03-08,Partial Coverage,CASES_Black,4.644802995561352
Virginia,51,2021-03-08,Partial Coverage,CASES_Black,6.888340048476319
Washington,53,2021-03-08,Partial Coverage,CASES_Black,7.677058603776768
Connecticut,9,2021-03-08,Complete Coverage,CASES_Black,3.374253598260409
District of Columbia,11,2021-03-08,Complete Coverage,CASES_Black,1.7612578740400142
Florida,12,2021-03-08,Complete Coverage,CASES_Black,2.796438159743389
Illinois,17,2021-03-08,Complete Coverage,CASES_Black,4.509488716966547
Maine,23,2021-03-08,Complete Coverage,CASES_Black,5.442686527698206
Maryland,24,2021-03-08,Complete Coverage,CASES_Black,4.36868061821153
Massachusetts,25,2021-03-08,Complete Coverage,CASES_Black,5.035037674746182
Minnesota,27,2021-03-08,Complete Coverage,CASES_Black,7.497042138154901
Mississippi,28,2021-03-08,Complete Coverage,CASES_Black,4.585975480166002
Nebraska,31,2021-03-08,Complete Coverage,CASES_Black,4.4182884590573925
Ohio,39,2021-03-08,Complete Coverage,CASES_Black,3.5619473377163944
Pennsylvania,42,2021-03-08,Complete Coverage,CASES_Black,1.235185949930264
Rhode Island,44,2021-03-08,Complete Coverage,CASES_Black,2.6190793270297865
Virginia,51,2021-03-08,Complete Coverage,CASES_Black,3.022256323401758
Washington,53,2021-03-08,Complete Coverage,CASES_Black,1.030657620419132
West Virginia,54,2021-03-08,Complete Coverage,CASES_Black,6.717226435536294
California,6,2021-03-08,Partial Coverage,CASES_Black,0.0
Colorado,8,2021-03-08,Partial Coverage,CASES_Black,8.389089190446123
Indiana,18,2021-03-08,Partial Coverage,CASES_Black,7.975603199541216
Louisiana,22,2021-03-08,Partial Coverage,CASES_Black,11.264055818297368
North Carolina,37,2021-03-08,Partial Coverage,CASES_Black,10.700687044289298
West Virginia,54,2021-03-08,Partial Coverage,CASES_Black,0.0
Indiana,18,2021-03-08,Complete Coverage,CASES_Black,4.150784950925633
North Carolina,37,2021-03-08,Complete Coverage,CASES_Black,5.224973935482543
Delaware,10,2021-03-08 00:00:00,Partial Coverage,CASES_Black,10.699021033589899
Texas,48,2021-03-08,Partial Coverage,CASES_Black,6.611644510982368
Texas,48,2021-03-08,Complete Coverage,CASES_Black,3.2822879417932236
Tennessee,47,2021-03-08 00:00:00,Complete Coverage,CASES_Black,3.627686972771093
Tennessee,47,2021-03-08 00:00:00,Partial Coverage,CASES_Black,7.964371498916666
Missouri,29,2021-03-08,Partial Coverage,CASES_Black,5.2
North Dakota,38,2021-03-08,Partial Coverage,CASES_Black,16.59
Vermont,50,2021-03-08,Partial Coverage,CASES_Black,9.3
Wisconsin,55,2021-03-08,Partial Coverage,CASES_Black,5.8
North Dakota,38,2021-03-08,Complete Coverage,CASES_Black,5.31
Wisconsin,55,2021-03-08,Complete Coverage,CASES_Black,2.7
Alabama,1,2021-03-08,Partial,CASES_Black,92068.0
Alaska,2,2021-03-08,Partial,CASES_Black,1400.0
Arizona,4,2021-03-08,Partial,CASES_Black,21310.0
District of Columbia,11,2021-03-08,Partial,CASES_Black,8147.0
Florida,12,2021-03-08,Partial,CASES_Black,96597.0
Georgia,13,2021-03-08,Partial,CASES_Black,251400.0
Idaho,16,2021-03-08,Partial,CASES_Black,522.0
Illinois,17,2021-03-08,Partial,CASES_Black,258338.0
Kansas,20,2021-03-08,Partial,CASES_Black,9781.0
Kentucky,21,2021-03-08,Partial,CASES_Black,32664.0
Maine,23,2021-03-08,Partial,CASES_Black,1940.0
Maryland,24,2021-03-08,Partial,CASES_Black,162982.0
Massachusetts,25,2021-03-08,Partial,CASES_Black,64237.0
Minnesota,27,2021-03-08,Partial,CASES_Black,69683.0
Mississippi,28,2021-03-08,Partial,CASES_Black,125291.0
Nebraska,31,2021-03-08,Partial,CASES_Black,7843.0
Ohio,39,2021-03-08,Partial,CASES_Black,113643.0
Oregon,41,2021-03-08,Partial,CASES_Black,10197.0
Pennsylvania,42,2021-03-08,Partial,CASES_Black,32555.0
Rhode Island,44,2021-03-08,Partial,CASES_Black,5455.0
South Dakota,46,2021-03-08,Partial,CASES_Black,0.0
Utah,49,2021-03-08,Partial,CASES_Black,2208.0
Virginia,51,2021-03-08,Partial,CASES_Black,116889.0
Washington,53,2021-03-08,Partial,CASES_Black,25482.0
Connecticut,9,2021-03-08,Complete,CASES_Black,14664.0
District of Columbia,11,2021-03-08,Complete,CASES_Black,5715.0
Florida,12,2021-03-08,Complete,CASES_Black,101609.0
Illinois,17,2021-03-08,Complete,CASES_Black,83539.0
Maine,23,2021-03-08,Complete,CASES_Black,1235.0
Maryland,24,2021-03-08,Complete,CASES_Black,82072.0
Massachusetts,25,2021-03-08,Complete,CASES_Black,31313.0
Minnesota,27,2021-03-08,Complete,CASES_Black,29655.0
Mississippi,28,2021-03-08,Complete,CASES_Black,51572.0
Nebraska,31,2021-03-08,Complete,CASES_Black,4452.0
Ohio,39,2021-03-08,Complete,CASES_Black,54340.0
Pennsylvania,42,2021-03-08,Complete,CASES_Black,19023.0
Rhode Island,44,2021-03-08,Complete,CASES_Black,2360.0
Virginia,51,2021-03-08,Complete,CASES_Black,51285.0
Washington,53,2021-03-08,Complete,CASES_Black,3421.0
West Virginia,54,2021-03-08,Complete,CASES_Black,4340.0
California,6,2021-03-08,Partial,CASES_Black,0.0
Colorado,8,2021-03-08,Partial,CASES_Black,22187.379200000003
Indiana,18,2021-03-08,Partial,CASES_Black,53404.32
Louisiana,22,2021-03-08,Partial,CASES_Black,171746.7762
North Carolina,37,2021-03-08,Partial,CASES_Black,249386.253
West Virginia,54,2021-03-08,Partial,CASES_Black,0.0
Indiana,18,2021-03-08,Complete,CASES_Black,27793.489999999998
North Carolina,37,2021-03-08,Complete,CASES_Black,121771.30930000001
Delaware,10,2021-03-08 00:00:00,Partial,CASES_Black,24131.0
Texas,48,2021-03-08,Partial,CASES_Black,247224.0
Texas,48,2021-03-08,Complete,CASES_Black,122732.0
Tennessee,47,2021-03-08 00:00:00,Complete,CASES_Black,42243.0
Tennessee,47,2021-03-08 00:00:00,Partial,CASES_Black,92742.0
Alabama,1,2021-03-08,Complete Coverage,CASES_Black,0.0
Alaska,2,2021-03-08,Complete Coverage,CASES_Black,0.0
Arizona,4,2021-03-08,Complete Coverage,CASES_Black,0.0
Georgia,13,2021-03-08,Complete Coverage,CASES_Black,0.0
Idaho,16,2021-03-08,Complete Coverage,CASES_Black,0.0
Kansas,20,2021-03-08,Complete Coverage,CASES_Black,0.0
Kentucky,21,2021-03-08,Complete Coverage,CASES_Black,0.0
Oregon,41,2021-03-08,Complete Coverage,CASES_Black,0.0
South Dakota,46,2021-03-08,Complete Coverage,CASES_Black,0.0
Utah,49,2021-03-08,Complete Coverage,CASES_Black,0.0
California,6,2021-03-08,Complete Coverage,CASES_Black,0.0
Colorado,8,2021-03-08,Complete Coverage,CASES_Black,0.0
Louisiana,22,2021-03-08,Complete Coverage,CASES_Black,0.0
Delaware,10,2021-03-08 00:00:00,Complete Coverage,CASES_Black,0.0
Missouri,29,2021-03-08,Complete Coverage,CASES_Black,0.0
Vermont,50,2021-03-08,Complete Coverage,CASES_Black,0.0
Alabama,1,2021-03-08,Partial Coverage,CASES_Asian,10.575866512921387
Alaska,2,2021-03-08,Partial Coverage,CASES_Asian,8.786794702818051
Arizona,4,2021-03-08,Partial Coverage,CASES_Asian,11.25843340540259
District of Columbia,11,2021-03-08,Partial Coverage,CASES_Asian,0.0
Florida,12,2021-03-08,Partial Coverage,CASES_Asian,0.0
Georgia,13,2021-03-08,Partial Coverage,CASES_Asian,12.26382967717462
Idaho,16,2021-03-08,Partial Coverage,CASES_Asian,5.701706903395763
Illinois,17,2021-03-08,Partial Coverage,CASES_Asian,21.44471639315759
Kansas,20,2021-03-08,Partial Coverage,CASES_Asian,5.916305916305916
Kentucky,21,2021-03-08,Partial Coverage,CASES_Asian,9.989650928619378
Maine,23,2021-03-08,Partial Coverage,CASES_Asian,9.351320321469576
Maryland,24,2021-03-08,Partial Coverage,CASES_Asian,14.125910958078084
Massachusetts,25,2021-03-08,Partial Coverage,CASES_Asian,10.457733102587449
Minnesota,27,2021-03-08,Partial Coverage,CASES_Asian,6.591637123214145
Mississippi,28,2021-03-08,Partial Coverage,CASES_Asian,19.10268830225236
Nebraska,31,2021-03-08,Partial Coverage,CASES_Asian,7.941790287100231
Ohio,39,2021-03-08,Partial Coverage,CASES_Asian,14.211021071916234
Oregon,41,2021-03-08,Partial Coverage,CASES_Asian,12.616550828127519
Pennsylvania,42,2021-03-08,Partial Coverage,CASES_Asian,0.33390263490475786
Rhode Island,44,2021-03-08,Partial Coverage,CASES_Asian,6.945568595710239
South Dakota,46,2021-03-08,Partial Coverage,CASES_Asian,0.0
Utah,49,2021-03-08,Partial Coverage,CASES_Asian,7.383904720799748
Virginia,51,2021-03-08,Partial Coverage,CASES_Asian,5.936816401281986
Washington,53,2021-03-08,Partial Coverage,CASES_Asian,12.635819919613839
Connecticut,9,2021-03-08,Complete Coverage,CASES_Asian,5.9452143233340315
District of Columbia,11,2021-03-08,Complete Coverage,CASES_Asian,0.0
Florida,12,2021-03-08,Complete Coverage,CASES_Asian,0.0
Illinois,17,2021-03-08,Complete Coverage,CASES_Asian,7.723521780417018
Maine,23,2021-03-08,Complete Coverage,CASES_Asian,0.9299655568312285
Maryland,24,2021-03-08,Complete Coverage,CASES_Asian,8.125216894780497
Massachusetts,25,2021-03-08,Complete Coverage,CASES_Asian,5.240423945312421
Minnesota,27,2021-03-08,Complete Coverage,CASES_Asian,4.13767875640583
Mississippi,28,2021-03-08,Complete Coverage,CASES_Asian,9.590699927343183
Nebraska,31,2021-03-08,Complete Coverage,CASES_Asian,5.350931618628612
Ohio,39,2021-03-08,Complete Coverage,CASES_Asian,8.649709412031097
Pennsylvania,42,2021-03-08,Complete Coverage,CASES_Asian,0.23574480624723737
Rhode Island,44,2021-03-08,Complete Coverage,CASES_Asian,3.020032375556455
Virginia,51,2021-03-08,Complete Coverage,CASES_Asian,3.042342846483865
Washington,53,2021-03-08,Complete Coverage,CASES_Asian,2.308011417801991
West Virginia,54,2021-03-08,Complete Coverage,CASES_Asian,0.0
California,6,2021-03-08,Partial Coverage,CASES_Asian,0.0
Colorado,8,2021-03-08,Partial Coverage,CASES_Asian,8.895139541309755
Indiana,18,2021-03-08,Partial Coverage,CASES_Asian,10.823479256080116
Louisiana,22,2021-03-08,Partial Coverage,CASES_Asian,11.022129180919801
North Carolina,37,2021-03-08,Partial Coverage,CASES_Asian,11.494931633059029
West Virginia,54,2021-03-08,Partial Coverage,CASES_Asian,0.0
Indiana,18,2021-03-08,Complete Coverage,CASES_Asian,6.982557939914164
North Carolina,37,2021-03-08,Complete Coverage,CASES_Asian,7.077346566995414
Delaware,10,2021-03-08 00:00:00,Partial Coverage,CASES_Asian,16.283270200436494
Texas,48,2021-03-08,Partial Coverage,CASES_Asian,16.548160506332465
Texas,48,2021-03-08,Complete Coverage,CASES_Asian,9.306043814177045
Tennessee,47,2021-03-08 00:00:00,Complete Coverage,CASES_Asian,5.085921417703392
Tennessee,47,2021-03-08 00:00:00,Partial Coverage,CASES_Asian,9.585608162534681
Missouri,29,2021-03-08,Partial Coverage,CASES_Asian,3.1
North Dakota,38,2021-03-08,Partial Coverage,CASES_Asian,11.55
Vermont,50,2021-03-08,Partial Coverage,CASES_Asian,11.8
Wisconsin,55,2021-03-08,Partial Coverage,CASES_Asian,8.0
North Dakota,38,2021-03-08,Complete Coverage,CASES_Asian,7.26
Wisconsin,55,2021-03-08,Complete Coverage,CASES_Asian,4.7
Alabama,1,2021-03-08,Partial,CASES_Asian,7796.0
Alaska,2,2021-03-08,Partial,CASES_Asian,4200.0
Arizona,4,2021-03-08,Partial,CASES_Asian,30254.0
District of Columbia,11,2021-03-08,Partial,CASES_Asian,0.0
Florida,12,2021-03-08,Partial,CASES_Asian,0.0
Georgia,13,2021-03-08,Partial,CASES_Asian,56900.0
Idaho,16,2021-03-08,Partial,CASES_Asian,1580.0
Illinois,17,2021-03-08,Partial,CASES_Asian,160340.0
Kansas,20,2021-03-08,Partial,CASES_Asian,5494.0
Kentucky,21,2021-03-08,Partial,CASES_Asian,7143.0
Maine,23,2021-03-08,Partial,CASES_Asian,1629.0
Maryland,24,2021-03-08,Partial,CASES_Asian,57394.0
Massachusetts,25,2021-03-08,Partial,CASES_Asian,52029.0
Minnesota,27,2021-03-08,Partial,CASES_Asian,19281.0
Mississippi,28,2021-03-08,Partial,CASES_Asian,6310.0
Nebraska,31,2021-03-08,Partial,CASES_Asian,4224.0
Ohio,39,2021-03-08,Partial,CASES_Asian,41422.0
Oregon,41,2021-03-08,Partial,CASES_Asian,25831.0
Pennsylvania,42,2021-03-08,Partial,CASES_Asian,1609.0
Rhode Island,44,2021-03-08,Partial,CASES_Asian,2746.0
South Dakota,46,2021-03-08,Partial,CASES_Asian,0.0
Utah,49,2021-03-08,Partial,CASES_Asian,6330.0
Virginia,51,2021-03-08,Partial,CASES_Asian,35010.0
Washington,53,2021-03-08,Partial,CASES_Asian,91987.0
Connecticut,9,2021-03-08,Complete,CASES_Asian,10498.0
District of Columbia,11,2021-03-08,Complete,CASES_Asian,0.0
Florida,12,2021-03-08,Complete,CASES_Asian,0.0
Illinois,17,2021-03-08,Complete,CASES_Asian,57748.0
Maine,23,2021-03-08,Complete,CASES_Asian,162.0
Maryland,24,2021-03-08,Complete,CASES_Asian,33013.0
Massachusetts,25,2021-03-08,Complete,CASES_Asian,26072.0
Minnesota,27,2021-03-08,Complete,CASES_Asian,12103.0
Mississippi,28,2021-03-08,Complete,CASES_Asian,3168.0
Nebraska,31,2021-03-08,Complete,CASES_Asian,2846.0
Ohio,39,2021-03-08,Complete,CASES_Asian,25212.0
Pennsylvania,42,2021-03-08,Complete,CASES_Asian,1136.0
Rhode Island,44,2021-03-08,Complete,CASES_Asian,1194.0
Virginia,51,2021-03-08,Complete,CASES_Asian,17941.0
Washington,53,2021-03-08,Complete,CASES_Asian,16802.0
West Virginia,54,2021-03-08,Complete,CASES_Asian,0.0
California,6,2021-03-08,Partial,CASES_Asian,0.0
Colorado,8,2021-03-08,Partial,CASES_Asian,18027.245600000002
Indiana,18,2021-03-08,Partial,CASES_Asian,18914.030000000002
Louisiana,22,2021-03-08,Partial,CASES_Asian,9279.751
North Carolina,37,2021-03-08,Partial,CASES_Asian,38427.4415
West Virginia,54,2021-03-08,Partial,CASES_Asian,0.0
Indiana,18,2021-03-08,Complete,CASES_Asian,12202.020000000002
North Carolina,37,2021-03-08,Complete,CASES_Asian,23659.4988
Delaware,10,2021-03-08 00:00:00,Partial,CASES_Asian,6491.0
Texas,48,2021-03-08,Partial,CASES_Asian,249955.0
Texas,48,2021-03-08,Complete,CASES_Asian,140565.0
Tennessee,47,2021-03-08 00:00:00,Complete,CASES_Asian,6819.0
Tennessee,47,2021-03-08 00:00:00,Partial,CASES_Asian,12852.0
Alabama,1,2021-03-08,Complete Coverage,CASES_Asian,0.0
Alaska,2,2021-03-08,Complete Coverage,CASES_Asian,0.0
Arizona,4,2021-03-08,Complete Coverage,CASES_Asian,0.0
Georgia,13,2021-03-08,Complete Coverage,CASES_Asian,0.0
Idaho,16,2021-03-08,Complete Coverage,CASES_Asian,0.0
Kansas,20,2021-03-08,Complete Coverage,CASES_Asian,0.0
Kentucky,21,2021-03-08,Complete Coverage,CASES_Asian,0.0
Oregon,41,2021-03-08,Complete Coverage,CASES_Asian,0.0
South Dakota,46,2021-03-08,Complete Coverage,CASES_Asian,0.0
Utah,49,2021-03-08,Complete Coverage,CASES_Asian,0.0
California,6,2021-03-08,Complete Coverage,CASES_Asian,0.0
Colorado,8,2021-03-08,Complete Coverage,CASES_Asian,0.0
Louisiana,22,2021-03-08,Complete Coverage,CASES_Asian,0.0
Delaware,10,2021-03-08 00:00:00,Complete Coverage,CASES_Asian,0.0
Missouri,29,2021-03-08,Complete Coverage,CASES_Asian,0.0
Vermont,50,2021-03-08,Complete Coverage,CASES_Asian,0.0
Alabama,1,2021-03-08,Partial Coverage,CASES_OtherRace,0.0
Alaska,2,2021-03-08,Partial Coverage,CASES_OtherRace,0.0
Arizona,4,2021-03-08,Partial Coverage,CASES_OtherRace,0.0
District of Columbia,11,2021-03-08,Partial Coverage,CASES_OtherRace,0.0
Florida,12,2021-03-08,Partial Coverage,CASES_OtherRace,0.0
Georgia,13,2021-03-08,Partial Coverage,CASES_OtherRace,0.0
Idaho,16,2021-03-08,Partial Coverage,CASES_OtherRace,0.0
Illinois,17,2021-03-08,Partial Coverage,CASES_OtherRace,0.0
Kansas,20,2021-03-08,Partial Coverage,CASES_OtherRace,0.0
Kentucky,21,2021-03-08,Partial Coverage,CASES_OtherRace,0.0
Maine,23,2021-03-08,Partial Coverage,CASES_OtherRace,0.0
Maryland,24,2021-03-08,Partial Coverage,CASES_OtherRace,0.0
Massachusetts,25,2021-03-08,Partial Coverage,CASES_OtherRace,0.0
Minnesota,27,2021-03-08,Partial Coverage,CASES_OtherRace,0.0
Mississippi,28,2021-03-08,Partial Coverage,CASES_OtherRace,0.0
Nebraska,31,2021-03-08,Partial Coverage,CASES_OtherRace,0.0
Ohio,39,2021-03-08,Partial Coverage,CASES_OtherRace,0.0
Oregon,41,2021-03-08,Partial Coverage,CASES_OtherRace,0.0
Pennsylvania,42,2021-03-08,Partial Coverage,CASES_OtherRace,0.0
Rhode Island,44,2021-03-08,Partial Coverage,CASES_OtherRace,0.0
South Dakota,46,2021-03-08,Partial Coverage,CASES_OtherRace,0.0
Utah,49,2021-03-08,Partial Coverage,CASES_OtherRace,0.0
Virginia,51,2021-03-08,Partial Coverage,CASES_OtherRace,0.0
Washington,53,2021-03-08,Partial Coverage,CASES_OtherRace,0.0
Connecticut,9,2021-03-08,Complete Coverage,CASES_OtherRace,0.0
District of Columbia,11,2021-03-08,Complete Coverage,CASES_OtherRace,0.0
Florida,12,2021-03-08,Complete Coverage,CASES_OtherRace,0.0
Illinois,17,2021-03-08,Complete Coverage,CASES_OtherRace,0.0
Maine,23,2021-03-08,Complete Coverage,CASES_OtherRace,0.0
