STATE_NAME,STATE,DATE,CASE_TYPE,DEMO_GROUP,CASES
Mississippi,28,2021-03-08,Complete Coverage,CASES_Pacific,8.416389811738648
Nebraska,31,2021-03-08,Complete Coverage,CASES_Pacific,6.172839506172839
Ohio,39,2021-03-08,Complete Coverage,CASES_Pacific,7.016300496102056
Pennsylvania,42,2021-03-08,Complete Coverage,CASES_Pacific,13.167900740444267
Rhode Island,44,2021-03-08,Complete Coverage,CASES_Pacific,3.7176470588235295
Virginia,51,2021-03-08,Complete Coverage,CASES_Pacific,0.0
Washington,53,2021-03-08,Complete Coverage,CASES_Pacific,1.229514987820842
West Virginia,54,2021-03-08,Complete Coverage,CASES_Pacific,0.0
California,6,2021-03-08,Partial Coverage,CASES_Pacific,0.0
Colorado,8,2021-03-08,Partial Coverage,CASES_Pacific,14.863303027628213
Indiana,18,2021-03-08,Partial Coverage,CASES_Pacific,0.0
Louisiana,22,2021-03-08,Partial Coverage,CASES_Pacific,52.52406096706376
North Carolina,37,2021-03-08,Partial Coverage,CASES_Pacific,0.0
West Virginia,54,2021-03-08,Partial Coverage,CASES_Pacific,0.0
Indiana,18,2021-03-08,Complete Coverage,CASES_Pacific,0.0
North Carolina,37,2021-03-08,Complete Coverage,CASES_Pacific,0.0
Delaware,10,2021-03-08 00:00:00,Partial Coverage,CASES_Pacific,0.0
Texas,48,2021-03-08,Partial Coverage,CASES_Pacific,0.0
Texas,48,2021-03-08,Complete Coverage,CASES_Pacific,0.0
Tennessee,47,2021-03-08 00:00:00,Complete Coverage,CASES_Pacific,0.0
Tennessee,47,2021-03-08 00:00:00,Partial Coverage,CASES_Pacific,0.0
Missouri,29,2021-03-08,Partial Coverage,CASES_Pacific,20.6
North Dakota,38,2021-03-08,Partial Coverage,CASES_Pacific,16.59
Vermont,50,2021-03-08,Partial Coverage,CASES_Pacific,2.0
Wisconsin,55,2021-03-08,Partial Coverage,CASES_Pacific,0.0
North Dakota,38,2021-03-08,Complete Coverage,CASES_Pacific,8.41
Wisconsin,55,2021-03-08,Complete Coverage,CASES_Pacific,0.0
Alabama,1,2021-03-08,Partial,CASES_Pacific,268.0
Alaska,2,2021-03-08,Partial,CASES_Pacific,522.0
Arizona,4,2021-03-08,Partial,CASES_Pacific,3098.0
District of Columbia,11,2021-03-08,Partial,CASES_Pacific,0.0
Florida,12,2021-03-08,Partial,CASES_Pacific,0.0
Georgia,13,2021-03-08,Partial,CASES_Pacific,2500.0
Idaho,16,2021-03-08,Partial,CASES_Pacific,276.0
Illinois,17,2021-03-08,Partial,CASES_Pacific,6270.0
Kansas,20,2021-03-08,Partial,CASES_Pacific,227.0
Kentucky,21,2021-03-08,Partial,CASES_Pacific,451.0
Maine,23,2021-03-08,Partial,CASES_Pacific,179.0
Maryland,24,2021-03-08,Partial,CASES_Pacific,1663.0
Massachusetts,25,2021-03-08,Partial,CASES_Pacific,748.0
Minnesota,27,2021-03-08,Partial,CASES_Pacific,0.0
Mississippi,28,2021-03-08,Partial,CASES_Pacific,296.0
Nebraska,31,2021-03-08,Partial,CASES_Pacific,244.0
Ohio,39,2021-03-08,Partial,CASES_Pacific,1022.0
Oregon,41,2021-03-08,Partial,CASES_Pacific,5956.0
Pennsylvania,42,2021-03-08,Partial,CASES_Pacific,1323.0
Rhode Island,44,2021-03-08,Partial,CASES_Pacific,238.0
South Dakota,46,2021-03-08,Partial,CASES_Pacific,0.0
Utah,49,2021-03-08,Partial,CASES_Pacific,1392.0
Virginia,51,2021-03-08,Partial,CASES_Pacific,0.0
Washington,53,2021-03-08,Partial,CASES_Pacific,5240.0
Connecticut,9,2021-03-08,Complete,CASES_Pacific,0.0
District of Columbia,11,2021-03-08,Complete,CASES_Pacific,0.0
Florida,12,2021-03-08,Complete,CASES_Pacific,0.0
Illinois,17,2021-03-08,Complete,CASES_Pacific,2082.0
Maine,23,2021-03-08,Complete,CASES_Pacific,99.0
Maryland,24,2021-03-08,Complete,CASES_Pacific,986.0
Massachusetts,25,2021-03-08,Complete,CASES_Pacific,459.0
Minnesota,27,2021-03-08,Complete,CASES_Pacific,0.0
Mississippi,28,2021-03-08,Complete,CASES_Pacific,152.0
Nebraska,31,2021-03-08,Complete,CASES_Pacific,145.0
Ohio,39,2021-03-08,Complete,CASES_Pacific,495.0
Pennsylvania,42,2021-03-08,Complete,CASES_Pacific,1316.0
Rhode Island,44,2021-03-08,Complete,CASES_Pacific,79.0
Virginia,51,2021-03-08,Complete,CASES_Pacific,0.0
Washington,53,2021-03-08,Complete,CASES_Pacific,742.0
West Virginia,54,2021-03-08,Complete,CASES_Pacific,0.0
California,6,2021-03-08,Partial,CASES_Pacific,0.0
Colorado,8,2021-03-08,Partial,CASES_Pacific,1683.8636000000001
Indiana,18,2021-03-08,Partial,CASES_Pacific,0.0
Louisiana,22,2021-03-08,Partial,CASES_Pacific,1499.0366999999999
North Carolina,37,2021-03-08,Partial,CASES_Pacific,0.0
West Virginia,54,2021-03-08,Partial,CASES_Pacific,0.0
Indiana,18,2021-03-08,Complete,CASES_Pacific,0.0
North Carolina,37,2021-03-08,Complete,CASES_Pacific,0.0
Delaware,10,2021-03-08 00:00:00,Partial,CASES_Pacific,0.0
Texas,48,2021-03-08,Partial,CASES_Pacific,0.0
Texas,48,2021-03-08,Complete,CASES_Pacific,0.0
Tennessee,47,2021-03-08 00:00:00,Complete,CASES_Pacific,0.0
Tennessee,47,2021-03-08 00:00:00,Partial,CASES_Pacific,0.0
Alabama,1,2021-03-08,Complete Coverage,CASES_Pacific,0.0
Alaska,2,2021-03-08,Complete Coverage,CASES_Pacific,0.0
Arizona,4,2021-03-08,Complete Coverage,CASES_Pacific,0.0
Georgia,13,2021-03-08,Complete Coverage,CASES_Pacific,0.0
Idaho,16,2021-03-08,Complete Coverage,CASES_Pacific,0.0
Kansas,20,2021-03-08,Complete Coverage,CASES_Pacific,0.0
Kentucky,21,2021-03-08,Complete Coverage,CASES_Pacific,0.0
Oregon,41,2021-03-08,Complete Coverage,CASES_Pacific,0.0
South Dakota,46,2021-03-08,Complete Coverage,CASES_Pacific,0.0
Utah,49,2021-03-08,Complete Coverage,CASES_Pacific,0.0
California,6,2021-03-08,Complete Coverage,CASES_Pacific,0.0
Colorado,8,2021-03-08,Complete Coverage,CASES_Pacific,0.0
Louisiana,22,2021-03-08,Complete Coverage,CASES_Pacific,0.0
Delaware,10,2021-03-08 00:00:00,Complete Coverage,CASES_Pacific,0.0
Missouri,29,2021-03-08,Complete Coverage,CASES_Pacific,0.0
Vermont,50,2021-03-08,Complete Coverage,CASES_Pacific,0.0
Alabama,1,2021-03-08,Partial Coverage,CASES_Hispanic,0.6328433611909816
Alaska,2,2021-03-08,Partial Coverage,CASES_Hispanic,7.141246335413065
Arizona,4,2021-03-08,Partial Coverage,CASES_Hispanic,4.882951973305519
District of Columbia,11,2021-03-08,Partial Coverage,CASES_Hispanic,1.7514501050618418
Florida,12,2021-03-08,Partial Coverage,CASES_Hispanic,3.3881134067579355
Georgia,13,2021-03-08,Partial Coverage,CASES_Hispanic,2.3933847227678586
Idaho,16,2021-03-08,Partial Coverage,CASES_Hispanic,2.6432524292997517
Illinois,17,2021-03-08,Partial Coverage,CASES_Hispanic,12.514133634130102
Kansas,20,2021-03-08,Partial Coverage,CASES_Hispanic,7.5891741300239
Kentucky,21,2021-03-08,Partial Coverage,CASES_Hispanic,0.0
Maine,23,2021-03-08,Partial Coverage,CASES_Hispanic,7.1308016877637135
Maryland,24,2021-03-08,Partial Coverage,CASES_Hispanic,5.6573090077692285
Massachusetts,25,2021-03-08,Partial Coverage,CASES_Hispanic,6.627738455761855
Minnesota,27,2021-03-08,Partial Coverage,CASES_Hispanic,0.0
Mississippi,28,2021-03-08,Partial Coverage,CASES_Hispanic,5.360103885725701
Nebraska,31,2021-03-08,Partial Coverage,CASES_Hispanic,4.708051628764597
Ohio,39,2021-03-08,Partial Coverage,CASES_Hispanic,5.495024040198784
Oregon,41,2021-03-08,Partial Coverage,CASES_Hispanic,5.505365645403433
Pennsylvania,42,2021-03-08,Partial Coverage,CASES_Hispanic,0.15547667849822527
Rhode Island,44,2021-03-08,Partial Coverage,CASES_Hispanic,6.83603252936679
South Dakota,46,2021-03-08,Partial Coverage,CASES_Hispanic,0.0
Utah,49,2021-03-08,Partial Coverage,CASES_Hispanic,3.680978939554292
Virginia,51,2021-03-08,Partial Coverage,CASES_Hispanic,5.786880019941948
Washington,53,2021-03-08,Partial Coverage,CASES_Hispanic,5.669235601545193
Connecticut,9,2021-03-08,Complete Coverage,CASES_Hispanic,3.0504779892005227
District of Columbia,11,2021-03-08,Complete Coverage,CASES_Hispanic,1.1047221208651559
Florida,12,2021-03-08,Complete Coverage,CASES_Hispanic,3.3075323189485615
Illinois,17,2021-03-08,Complete Coverage,CASES_Hispanic,3.704791515945442
Maine,23,2021-03-08,Complete Coverage,CASES_Hispanic,2.759493670886076
Maryland,24,2021-03-08,Complete Coverage,CASES_Hispanic,3.118097859346217
Massachusetts,25,2021-03-08,Complete Coverage,CASES_Hispanic,2.8101302246911066
Minnesota,27,2021-03-08,Complete Coverage,CASES_Hispanic,0.0
Mississippi,28,2021-03-08,Complete Coverage,CASES_Hispanic,0.2127659574468085
Nebraska,31,2021-03-08,Complete Coverage,CASES_Hispanic,2.665209770311184
Ohio,39,2021-03-08,Complete Coverage,CASES_Hispanic,2.847201261738461
Pennsylvania,42,2021-03-08,Complete Coverage,CASES_Hispanic,1.101634754786782
Rhode Island,44,2021-03-08,Complete Coverage,CASES_Hispanic,3.027038298463891
Virginia,51,2021-03-08,Complete Coverage,CASES_Hispanic,3.035514403982637
Washington,53,2021-03-08,Complete Coverage,CASES_Hispanic,0.8025442639613359
West Virginia,54,2021-03-08,Complete Coverage,CASES_Hispanic,0.0
California,6,2021-03-08,Partial Coverage,CASES_Hispanic,0.0
Colorado,8,2021-03-08,Partial Coverage,CASES_Hispanic,3.963910720309587
Indiana,18,2021-03-08,Partial Coverage,CASES_Hispanic,5.001906599121698
Louisiana,22,2021-03-08,Partial Coverage,CASES_Hispanic,0.0
North Carolina,37,2021-03-08,Partial Coverage,CASES_Hispanic,4.219967168049287
West Virginia,54,2021-03-08,Partial Coverage,CASES_Hispanic,0.0
Indiana,18,2021-03-08,Complete Coverage,CASES_Hispanic,2.770556224238944
North Carolina,37,2021-03-08,Complete Coverage,CASES_Hispanic,2.105025881481337
Delaware,10,2021-03-08 00:00:00,Partial Coverage,CASES_Hispanic,7.208403379340622
Texas,48,2021-03-08,Partial Coverage,CASES_Hispanic,7.194094734337836
Texas,48,2021-03-08,Complete Coverage,CASES_Hispanic,3.3549640634074924
Tennessee,47,2021-03-08 00:00:00,Complete Coverage,CASES_Hispanic,2.6779463542012665
Tennessee,47,2021-03-08 00:00:00,Partial Coverage,CASES_Hispanic,5.617529676888564
Missouri,29,2021-03-08,Partial Coverage,CASES_Hispanic,2.3
North Dakota,38,2021-03-08,Partial Coverage,CASES_Hispanic,10.36
Vermont,50,2021-03-08,Partial Coverage,CASES_Hispanic,13.0
Wisconsin,55,2021-03-08,Partial Coverage,CASES_Hispanic,5.3
North Dakota,38,2021-03-08,Complete Coverage,CASES_Hispanic,5.28
Wisconsin,55,2021-03-08,Complete Coverage,CASES_Hispanic,2.7
Alabama,1,2021-03-08,Partial,CASES_Hispanic,1413.0
Alaska,2,2021-03-08,Partial,CASES_Hispanic,3800.0
Arizona,4,2021-03-08,Partial,CASES_Hispanic,112825.0
District of Columbia,11,2021-03-08,Partial,CASES_Hispanic,1392.0
Florida,12,2021-03-08,Partial,CASES_Hispanic,191898.0
Georgia,13,2021-03-08,Partial,CASES_Hispanic,25100.0
Idaho,16,2021-03-08,Partial,CASES_Hispanic,6066.0
Illinois,17,2021-03-08,Partial,CASES_Hispanic,277799.0
Kansas,20,2021-03-08,Partial,CASES_Hispanic,27023.0
Kentucky,21,2021-03-08,Partial,CASES_Hispanic,0.0
Maine,23,2021-03-08,Partial,CASES_Hispanic,1690.0
Maryland,24,2021-03-08,Partial,CASES_Hispanic,36423.0
Massachusetts,25,2021-03-08,Partial,CASES_Hispanic,56661.0
Minnesota,27,2021-03-08,Partial,CASES_Hispanic,0.0
Mississippi,28,2021-03-08,Partial,CASES_Hispanic,5366.0
Nebraska,31,2021-03-08,Partial,CASES_Hispanic,10341.0
Ohio,39,2021-03-08,Partial,CASES_Hispanic,25852.0
Oregon,41,2021-03-08,Partial,CASES_Hispanic,31207.0
Pennsylvania,42,2021-03-08,Partial,CASES_Hispanic,1555.0
Rhode Island,44,2021-03-08,Partial,CASES_Hispanic,11802.0
South Dakota,46,2021-03-08,Partial,CASES_Hispanic,0.0
Utah,49,2021-03-08,Partial,CASES_Hispanic,17008.0
Virginia,51,2021-03-08,Partial,CASES_Hispanic,48287.0
Washington,53,2021-03-08,Partial,CASES_Hispanic,56223.0
Connecticut,9,2021-03-08,Complete,CASES_Hispanic,18332.0
District of Columbia,11,2021-03-08,Complete,CASES_Hispanic,878.0
Florida,12,2021-03-08,Complete,CASES_Hispanic,187334.0
Illinois,17,2021-03-08,Complete,CASES_Hispanic,82242.0
Maine,23,2021-03-08,Complete,CASES_Hispanic,654.0
Maryland,24,2021-03-08,Complete,CASES_Hispanic,20075.0
Massachusetts,25,2021-03-08,Complete,CASES_Hispanic,24024.0
Minnesota,27,2021-03-08,Complete,CASES_Hispanic,0.0
Mississippi,28,2021-03-08,Complete,CASES_Hispanic,213.0
Nebraska,31,2021-03-08,Complete,CASES_Hispanic,5854.0
Ohio,39,2021-03-08,Complete,CASES_Hispanic,13395.0
Pennsylvania,42,2021-03-08,Complete,CASES_Hispanic,11018.0
Rhode Island,44,2021-03-08,Complete,CASES_Hispanic,5226.0
Virginia,51,2021-03-08,Complete,CASES_Hispanic,25329.0
Washington,53,2021-03-08,Complete,CASES_Hispanic,7959.0
West Virginia,54,2021-03-08,Complete,CASES_Hispanic,0.0
California,6,2021-03-08,Partial,CASES_Hispanic,0.0
Colorado,8,2021-03-08,Partial,CASES_Hispanic,49822.55240000001
Indiana,18,2021-03-08,Partial,CASES_Hispanic,24476.980000000003
Louisiana,22,2021-03-08,Partial,CASES_Hispanic,0.0
North Carolina,37,2021-03-08,Partial,CASES_Hispanic,43289.6892
West Virginia,54,2021-03-08,Partial,CASES_Hispanic,0.0
Indiana,18,2021-03-08,Complete,CASES_Hispanic,13557.800000000001
North Carolina,37,2021-03-08,Complete,CASES_Hispanic,21593.987
Delaware,10,2021-03-08 00:00:00,Partial,CASES_Hispanic,6732.0
Texas,48,2021-03-08,Partial,CASES_Hispanic,829161.0
Texas,48,2021-03-08,Complete,CASES_Hispanic,386679.0
Tennessee,47,2021-03-08 00:00:00,Complete,CASES_Hispanic,10481.0
Tennessee,47,2021-03-08 00:00:00,Partial,CASES_Hispanic,21986.0
Alabama,1,2021-03-08,Complete Coverage,CASES_Hispanic,0.0
Alaska,2,2021-03-08,Complete Coverage,CASES_Hispanic,0.0
Arizona,4,2021-03-08,Complete Coverage,CASES_Hispanic,0.0
Georgia,13,2021-03-08,Complete Coverage,CASES_Hispanic,0.0
Idaho,16,2021-03-08,Complete Coverage,CASES_Hispanic,0.0
Kansas,20,2021-03-08,Complete Coverage,CASES_Hispanic,0.0
Kentucky,21,2021-03-08,Complete Coverage,CASES_Hispanic,0.0
Oregon,41,2021-03-08,Complete Coverage,CASES_Hispanic,0.0
South Dakota,46,2021-03-08,Complete Coverage,CASES_Hispanic,0.0
Utah,49,2021-03-08,Complete Coverage,CASES_Hispanic,0.0
California,6,2021-03-08,Complete Coverage,CASES_Hispanic,0.0
Colorado,8,2021-03-08,Complete Coverage,CASES_Hispanic,0.0
Louisiana,22,2021-03-08,Complete Coverage,CASES_Hispanic,0.0
Delaware,10,2021-03-08 00:00:00,Complete Coverage,CASES_Hispanic,0.0
Missouri,29,2021-03-08,Complete Coverage,CASES_Hispanic,0.0
Vermont,50,2021-03-08,Complete Coverage,CASES_Hispanic,0.0
Alabama,1,2021-03-08,Partial Coverage,CASES_NotHispanic,0.0
Alaska,2,2021-03-08,Partial Coverage,CASES_NotHispanic,0.0
Arizona,4,2021-03-08,Partial Coverage,CASES_NotHispanic,24.7249114203401
District of Columbia,11,2021-03-08,Partial Coverage,CASES_NotHispanic,0.0
Florida,12,2021-03-08,Partial Coverage,CASES_NotHispanic,0.0
Georgia,13,2021-03-08,Partial Coverage,CASES_NotHispanic,0.0
Idaho,16,2021-03-08,Partial Coverage,CASES_NotHispanic,0.0
Illinois,17,2021-03-08,Partial Coverage,CASES_NotHispanic,28.529299683054024
Kansas,20,2021-03-08,Partial Coverage,CASES_NotHispanic,0.0
Kentucky,21,2021-03-08,Partial Coverage,CASES_NotHispanic,0.0
Maine,23,2021-03-08,Partial Coverage,CASES_NotHispanic,0.0
Maryland,24,2021-03-08,Partial Coverage,CASES_NotHispanic,0.0
Massachusetts,25,2021-03-08,Partial Coverage,CASES_NotHispanic,20.289847151084636
Minnesota,27,2021-03-08,Partial Coverage,CASES_NotHispanic,0.0
Mississippi,28,2021-03-08,Partial Coverage,CASES_NotHispanic,0.0
Nebraska,31,2021-03-08,Partial Coverage,CASES_NotHispanic,0.0
Ohio,39,2021-03-08,Partial Coverage,CASES_NotHispanic,0.0
Oregon,41,2021-03-08,Partial Coverage,CASES_NotHispanic,18.591822815806555
Pennsylvania,42,2021-03-08,Partial Coverage,CASES_NotHispanic,0.0
Rhode Island,44,2021-03-08,Partial Coverage,CASES_NotHispanic,19.76797557732625
South Dakota,46,2021-03-08,Partial Coverage,CASES_NotHispanic,0.0
Utah,49,2021-03-08,Partial Coverage,CASES_NotHispanic,17.24391533678073
Virginia,51,2021-03-08,Partial Coverage,CASES_NotHispanic,18.052298263481163
Washington,53,2021-03-08,Partial Coverage,CASES_NotHispanic,8.915712894063448
Connecticut,9,2021-03-08,Complete Coverage,CASES_NotHispanic,11.019919496196783
District of Columbia,11,2021-03-08,Complete Coverage,CASES_NotHispanic,0.0
Florida,12,2021-03-08,Complete Coverage,CASES_NotHispanic,0.0
Illinois,17,2021-03-08,Complete Coverage,CASES_NotHispanic,9.597310125901041
Maine,23,2021-03-08,Complete Coverage,CASES_NotHispanic,0.0
Maryland,24,2021-03-08,Complete Coverage,CASES_NotHispanic,0.0
Massachusetts,25,2021-03-08,Complete Coverage,CASES_NotHispanic,9.327271980437247
Minnesota,27,2021-03-08,Complete Coverage,CASES_NotHispanic,0.0
Mississippi,28,2021-03-08,Complete Coverage,CASES_NotHispanic,0.0
Nebraska,31,2021-03-08,Complete Coverage,CASES_NotHispanic,0.0
Ohio,39,2021-03-08,Complete Coverage,CASES_NotHispanic,0.0
Pennsylvania,42,2021-03-08,Complete Coverage,CASES_NotHispanic,0.0
Rhode Island,44,2021-03-08,Complete Coverage,CASES_NotHispanic,7.893837605459239
Virginia,51,2021-03-08,Complete Coverage,CASES_NotHispanic,9.828469892016683
Washington,53,2021-03-08,Complete Coverage,CASES_NotHispanic,4.930432125271698
West Virginia,54,2021-03-08,Complete Coverage,CASES_NotHispanic,0.0
California,6,2021-03-08,Partial Coverage,CASES_NotHispanic,0.0
Colorado,8,2021-03-08,Partial Coverage,CASES_NotHispanic,20.895614221054892
Indiana,18,2021-03-08,Partial Coverage,CASES_NotHispanic,0.0
Louisiana,22,2021-03-08,Partial Coverage,CASES_NotHispanic,0.0
North Carolina,37,2021-03-08,Partial Coverage,CASES_NotHispanic,0.0
West Virginia,54,2021-03-08,Partial Coverage,CASES_NotHispanic,0.0
Indiana,18,2021-03-08,Complete Coverage,CASES_NotHispanic,0.0
North Carolina,37,2021-03-08,Complete Coverage,CASES_NotHispanic,0.0
Delaware,10,2021-03-08 00:00:00,Partial Coverage,CASES_NotHispanic,22.926645864877727
Texas,48,2021-03-08,Partial Coverage,CASES_NotHispanic,14.74084908544517
Texas,48,2021-03-08,Complete Coverage,CASES_NotHispanic,7.888294782294274
Tennessee,47,2021-03-08 00:00:00,Complete Coverage,CASES_NotHispanic,7.484413910856393
Tennessee,47,2021-03-08 00:00:00,Partial Coverage,CASES_NotHispanic,13.562212013062863
Missouri,29,2021-03-08,Partial Coverage,CASES_NotHispanic,14.1
North Dakota,38,2021-03-08,Partial Coverage,CASES_NotHispanic,26.13
Vermont,50,2021-03-08,Partial Coverage,CASES_NotHispanic,19.1
Wisconsin,55,2021-03-08,Partial Coverage,CASES_NotHispanic,17.7
North Dakota,38,2021-03-08,Complete Coverage,CASES_NotHispanic,14.76
Wisconsin,55,2021-03-08,Complete Coverage,CASES_NotHispanic,10.0
Alabama,1,2021-03-08,Partial,CASES_NotHispanic,0.0
Alaska,2,2021-03-08,Partial,CASES_NotHispanic,0.0
Arizona,4,2021-03-08,Partial,CASES_NotHispanic,1228365.0
District of Columbia,11,2021-03-08,Partial,CASES_NotHispanic,0.0
Florida,12,2021-03-08,Partial,CASES_NotHispanic,0.0
Georgia,13,2021-03-08,Partial,CASES_NotHispanic,0.0
Idaho,16,2021-03-08,Partial,CASES_NotHispanic,0.0
Illinois,17,2021-03-08,Partial,CASES_NotHispanic,2981865.0
Kansas,20,2021-03-08,Partial,CASES_NotHispanic,0.0
Kentucky,21,2021-03-08,Partial,CASES_NotHispanic,0.0
Maine,23,2021-03-08,Partial,CASES_NotHispanic,0.0
Maryland,24,2021-03-08,Partial,CASES_NotHispanic,0.0
Massachusetts,25,2021-03-08,Partial,CASES_NotHispanic,1225019.0
Minnesota,27,2021-03-08,Partial,CASES_NotHispanic,0.0
Mississippi,28,2021-03-08,Partial,CASES_NotHispanic,0.0
Nebraska,31,2021-03-08,Partial,CASES_NotHispanic,0.0
Ohio,39,2021-03-08,Partial,CASES_NotHispanic,0.0
Oregon,41,2021-03-08,Partial,CASES_NotHispanic,678767.0
Pennsylvania,42,2021-03-08,Partial,CASES_NotHispanic,0.0
Rhode Island,44,2021-03-08,Partial,CASES_NotHispanic,175286.0
South Dakota,46,2021-03-08,Partial,CASES_NotHispanic,0.0
Utah,49,2021-03-08,Partial,CASES_NotHispanic,473157.0
Virginia,51,2021-03-08,Partial,CASES_NotHispanic,1390225.0
Washington,53,2021-03-08,Partial,CASES_NotHispanic,590503.0
Connecticut,9,2021-03-08,Complete,CASES_NotHispanic,326667.0
District of Columbia,11,2021-03-08,Complete,CASES_NotHispanic,0.0
Florida,12,2021-03-08,Complete,CASES_NotHispanic,0.0
Illinois,17,2021-03-08,Complete,CASES_NotHispanic,1003105.0
Maine,23,2021-03-08,Complete,CASES_NotHispanic,0.0
Maryland,24,2021-03-08,Complete,CASES_NotHispanic,0.0
Massachusetts,25,2021-03-08,Complete,CASES_NotHispanic,563143.0
Minnesota,27,2021-03-08,Complete,CASES_NotHispanic,0.0
Mississippi,28,2021-03-08,Complete,CASES_NotHispanic,0.0
Nebraska,31,2021-03-08,Complete,CASES_NotHispanic,0.0
Ohio,39,2021-03-08,Complete,CASES_NotHispanic,0.0
Pennsylvania,42,2021-03-08,Complete,CASES_NotHispanic,0.0
Rhode Island,44,2021-03-08,Complete,CASES_NotHispanic,69996.0
Virginia,51,2021-03-08,Complete,CASES_NotHispanic,756900.0
Washington,53,2021-03-08,Complete,CASES_NotHispanic,326551.0
West Virginia,54,2021-03-08,Complete,CASES_NotHispanic,0.0
California,6,2021-03-08,Partial,CASES_NotHispanic,0.0
Colorado,8,2021-03-08,Partial,CASES_NotHispanic,940685.4476
Indiana,18,2021-03-08,Partial,CASES_NotHispanic,0.0
Louisiana,22,2021-03-08,Partial,CASES_NotHispanic,0.0
North Carolina,37,2021-03-08,Partial,CASES_NotHispanic,0.0
West Virginia,54,2021-03-08,Partial,CASES_NotHispanic,0.0
Indiana,18,2021-03-08,Complete,CASES_NotHispanic,0.0
North Carolina,37,2021-03-08,Complete,CASES_NotHispanic,0.0
Delaware,10,2021-03-08 00:00:00,Partial,CASES_NotHispanic,201840.0
Texas,48,2021-03-08,Partial,CASES_NotHispanic,2575271.0
Texas,48,2021-03-08,Complete,CASES_NotHispanic,1378109.0
Tennessee,47,2021-03-08 00:00:00,Complete,CASES_NotHispanic,481831.0
Tennessee,47,2021-03-08 00:00:00,Partial,CASES_NotHispanic,873107.0
Alabama,1,2021-03-08,Complete Coverage,CASES_NotHispanic,0.0
Alaska,2,2021-03-08,Complete Coverage,CASES_NotHispanic,0.0
Arizona,4,2021-03-08,Complete Coverage,CASES_NotHispanic,0.0
Georgia,13,2021-03-08,Complete Coverage,CASES_NotHispanic,0.0
Idaho,16,2021-03-08,Complete Coverage,CASES_NotHispanic,0.0
Kansas,20,2021-03-08,Complete Coverage,CASES_NotHispanic,0.0
Kentucky,21,2021-03-08,Complete Coverage,CASES_NotHispanic,0.0
Oregon,41,2021-03-08,Complete Coverage,CASES_NotHispanic,0.0
South Dakota,46,2021-03-08,Complete Coverage,CASES_NotHispanic,0.0
Utah,49,2021-03-08,Complete Coverage,CASES_NotHispanic,0.0
California,6,2021-03-08,Complete Coverage,CASES_NotHispanic,0.0
Colorado,8,2021-03-08,Complete Coverage,CASES_NotHispanic,0.0
Louisiana,22,2021-03-08,Complete Coverage,CASES_NotHispanic,0.0
Delaware,10,2021-03-08 00:00:00,Complete Coverage,CASES_NotHispanic,0.0
Missouri,29,2021-03-08,Complete Coverage,CASES_NotHispanic,0.0
Vermont,50,2021-03-08,Complete Coverage,CASES_NotHispanic,0.0
Alabama,1,2021-03-08,Partial Coverage,CASES_UnknownEthnicity,100.0
Alaska,2,2021-03-08,Partial Coverage,CASES_UnknownEthnicity,100.0
Arizona,4,2021-03-08,Partial Coverage,CASES_UnknownEthnicity,0.0
District of Columbia,11,2021-03-08,Partial Coverage,CASES_UnknownEthnicity,100.0
Florida,12,2021-03-08,Partial Coverage,CASES_UnknownEthnicity,100.0
Georgia,13,2021-03-08,Partial Coverage,CASES_UnknownEthnicity,100.0
Idaho,16,2021-03-08,Partial Coverage,CASES_UnknownEthnicity,100.0
Illinois,17,2021-03-08,Partial Coverage,CASES_UnknownEthnicity,0.0
Kansas,20,2021-03-08,Partial Coverage,CASES_UnknownEthnicity,100.0
Kentucky,21,2021-03-08,Partial Coverage,CASES_UnknownEthnicity,100.0
Maine,23,2021-03-08,Partial Coverage,CASES_UnknownEthnicity,100.0
Maryland,24,2021-03-08,Partial Coverage,CASES_UnknownEthnicity,100.0
Massachusetts,25,2021-03-08,Partial Coverage,CASES_UnknownEthnicity,0.0
Minnesota,27,2021-03-08,Partial Coverage,CASES_UnknownEthnicity,100.0
Mississippi,28,2021-03-08,Partial Coverage,CASES_UnknownEthnicity,100.0
Nebraska,31,2021-03-08,Partial Coverage,CASES_UnknownEthnicity,100.0
Ohio,39,2021-03-08,Partial Coverage,CASES_UnknownEthnicity,100.0
Oregon,41,2021-03-08,Partial Coverage,CASES_UnknownEthnicity,0.0
Pennsylvania,42,2021-03-08,Partial Coverage,CASES_UnknownEthnicity,100.0
Rhode Island,44,2021-03-08,Partial Coverage,CASES_UnknownEthnicity,0.0
South Dakota,46,2021-03-08,Partial Coverage,CASES_UnknownEthnicity,100.0
Utah,49,2021-03-08,Partial Coverage,CASES_UnknownEthnicity,0.0
Virginia,51,2021-03-08,Partial Coverage,CASES_UnknownEthnicity,0.0
Washington,53,2021-03-08,Partial Coverage,CASES_UnknownEthnicity,0.0
Connecticut,9,2021-03-08,Complete Coverage,CASES_UnknownEthnicity,0.0
District of Columbia,11,2021-03-08,Complete Coverage,CASES_UnknownEthnicity,100.0
Florida,12,2021-03-08,Complete Coverage,CASES_UnknownEthnicity,100.0
Illinois,17,2021-03-08,Complete Coverage,CASES_UnknownEthnicity,0.0
Maine,23,2021-03-08,Complete Coverage,CASES_UnknownEthnicity,100.0
Maryland,24,2021-03-08,Complete Coverage,CASES_UnknownEthnicity,100.0
